state,year,labor_force,employed,unemployed
Kansas,2013,1485917,1407217,78700
Kansas,2014,1492158,1424439,67719
Kansas,2015,1490689,1428557,62132
Kansas,2016,1485321,1425433,59888
Kansas,2017,1478713,1424724,53989
Kansas,2018,1482220,1432387,49833
Kansas,2019,1486620,1439563,47057
Kansas,2020,1497449,1398875,98573
Kentucky,1976,1494225,1413569,80656
Kentucky,1977,1536657,1462344,74313
Kentucky,1978,1583514,1502034,81480
Kentucky,1979,1616350,1526836,89514
Kentucky,1980,1658824,1526920,131904
Kentucky,1981,1665577,1521899,143678
Kentucky,1982,1683086,1501527,181559
Kentucky,1983,1702034,1507804,194230
Kentucky,1984,1704246,1546319,157927
Kentucky,1985,1694398,1538028,156370
Kentucky,1986,1693468,1534414,159054
Kentucky,1987,1692290,1548994,143296
Kentucky,1988,1712328,1581966,130362
Kentucky,1989,1736251,1625834,110417
Kentucky,1990,1754358,1649657,104701
Kentucky,1991,1762723,1634245,128478
Kentucky,1992,1778852,1656436,122416
Kentucky,1993,1803302,1691208,112094
Kentucky,1994,1826236,1727832,98404
Kentucky,1995,1855545,1755029,100516
Kentucky,1996,1874089,1771621,102468
Kentucky,1997,1916745,1814492,102253
Kentucky,1998,1932757,1844022,88735
Kentucky,1999,1959402,1870873,88529
Kentucky,2000,1965688,1883714,81974
Kentucky,2001,1958409,1857238,101171
Kentucky,2002,1944020,1833535,110485
Kentucky,2003,1960045,1839873,120172
Kentucky,2004,1963875,1857816,106059
Kentucky,2005,1999777,1881943,117834
Kentucky,2006,2029231,1913472,115759
Kentucky,2007,2032082,1922220,109862
Kentucky,2008,2030738,1900683,130055
Kentucky,2009,2060162,1847126,213036
Kentucky,2010,2054375,1844650,209725
Kentucky,2011,2056410,1862928,193482
Kentucky,2012,2059127,1891162,167965
Kentucky,2013,2055442,1890879,164563
Kentucky,2014,2006359,1876841,129518
Kentucky,2015,1979694,1874866,104828
Kentucky,2016,2014110,1910901,103209
Kentucky,2017,2053757,1953032,100725
Kentucky,2018,2061622,1972312,89310
Kentucky,2019,2072586,1983577,89009
Kentucky,2020,2010701,1865003,145698
Louisiana,1976,1527236,1424855,102381
Louisiana,1977,1599156,1485953,113203
Louisiana,1978,1668701,1555535,113166
Louisiana,1979,1726798,1613069,113729
Louisiana,1980,1786701,1664309,122392
Louisiana,1981,1854541,1699027,155514
Louisiana,1982,1867571,1675507,192064
Louisiana,1983,1908753,1688598,220155
Louisiana,1984,1951326,1754800,196526
Louisiana,1985,1985981,1756263,229718
Louisiana,1986,1979030,1726694,252336
Louisiana,1987,1948253,1711944,236309
Louisiana,1988,1920896,1712758,208138
Louisiana,1989,1881536,1731388,150148
Louisiana,1990,1869848,1753951,115897
Louisiana,1991,1907456,1768610,138846
Louisiana,1992,1921822,1767337,154485
Louisiana,1993,1897952,1753214,144738
Louisiana,1994,1943086,1790627,152459
Louisiana,1995,1959012,1821954,137058
Louisiana,1996,1989219,1857715,131504
Louisiana,1997,2021240,1899922,121318
Louisiana,1998,2048904,1932134,116770
Louisiana,1999,2039045,1935457,103588
Louisiana,2000,2037075,1929056,108019
Louisiana,2001,2028302,1911818,116484
Louisiana,2002,2004222,1881146,123076
Louisiana,2003,2018324,1888974,129350
Louisiana,2004,2037176,1916536,120640
Louisiana,2005,2069403,1921385,148018
Louisiana,2006,1988513,1899981,88532
Louisiana,2007,2030434,1944038,86396
Louisiana,2008,2084835,1982381,102454
Louisiana,2009,2064768,1923884,140884
Louisiana,2010,2086076,1919852,166224
Louisiana,2011,2073217,1911021,162196
Louisiana,2012,2080280,1933137,147143
Louisiana,2013,2101416,1960539,140877
Louisiana,2014,2151282,2014189,137093
Louisiana,2015,2158656,2022145,136511
Louisiana,2016,2121072,1992625,128447
Louisiana,2017,2103638,1995944,107694
Louisiana,2018,2103495,2000791,102704
Louisiana,2019,2095452,1994285,101167
Louisiana,2020,2052270,1866863,185407
Maine,1976,477001,435603,41398
Maine,1977,479869,440273,39596
Maine,1978,483755,452722,31033
Maine,1979,497657,463851,33806
Maine,1980,505963,467389,38574
Maine,1981,509975,472455,37520
Maine,1982,518584,475163,43421
Maine,1983,535851,491367,44484
Maine,1984,547680,513581,34099
